region,country,site,latitude_site,longitude_site,option,year,practice_type,subtype,description,adopted_cases,gender,n,n_site,percentage
South Asia,Nepal,Mahottari,26.768979233333333,85.81842146666666,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Implemented,Male,3,144,2.1
South Asia,Nepal,Mahottari,26.768979233333333,85.81842146666666,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Know about it,Female,5,170,2.9
South Asia,Nepal,Mahottari,26.768979233333333,85.81842146666666,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Know about it,Male,14,144,9.7
South Asia,Nepal,Mahottari,26.768979233333333,85.81842146666666,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Never heard about it,Female,47,170,27.6
South Asia,Nepal,Mahottari,26.768979233333333,85.81842146666666,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Never heard about it,Male,27,144,18.8
South Asia,Nepal,Mahottari,26.768979233333333,85.81842146666666,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Stopped implementing,Female,17,170,10
South Asia,Nepal,Mahottari,26.768979233333333,85.81842146666666,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Stopped implementing,Male,17,144,11.8
South Asia,Nepal,Mahottari,26.768979233333333,85.81842146666666,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed and used it,Female,1,170,0.6
South Asia,Nepal,Mahottari,26.768979233333333,85.81842146666666,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed and used it,Male,7,144,4.9
South Asia,Nepal,Mahottari,26.768979233333333,85.81842146666666,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed but didn't use it,Female,12,170,7.1
South Asia,Nepal,Mahottari,26.768979233333333,85.81842146666666,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed but didn't use it,Male,98,144,68.1
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Heard about it,Female,44,127,34.6
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Heard about it,Male,52,121,43
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Implemented,Female,29,127,22.8
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Implemented,Male,32,121,26.4
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Know about it,Female,10,127,7.9
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Know about it,Male,12,121,9.9
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Never heard about it,Female,43,127,33.9
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Garden diversification + solar irrigation,Home gardens diversification + solar irrigation,This is a climate smart technology which ensures timely availability of water leading to diversification and intensification of crops. It increases crop production and income of the households which secures nutritional security. It replaces diesel pumps and reduces the emission of GHGs.,Never heard about it,Male,24,121,19.8
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Heard about it,Female,30,127,23.6
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Heard about it,Male,25,121,20.7
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Implemented,Female,32,127,25.2
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Implemented,Male,34,121,28.1
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Know about it,Female,12,127,9.4
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Know about it,Male,11,121,9.1
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Never heard about it,Female,28,127,22
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Never heard about it,Male,21,121,17.4
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Stopped implementing,Female,24,127,18.9
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Stopped implementing,Male,27,121,22.3
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Heard about it,Female,18,127,14.2
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Heard about it,Male,16,121,13.2
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Implemented,Female,59,127,46.5
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Implemented,Male,58,121,47.9
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Know about it,Female,15,127,11.8
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Know about it,Male,18,121,14.9
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Never heard about it,Female,11,127,8.7
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Never heard about it,Male,5,121,4.1
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Stopped implementing,Female,23,127,18.1
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Improved varieties,Improved varieties,"A seed is said to be improved when, at least, one of the characteristics of its variety has performances superior compared to those of the traditional varieties. The characteristics that differ from traditional seeds are essentially the genetic potential of high productivity and good adaptability.",Stopped implementing,Male,22,121,18.2
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Organic fertilizer,Manure,"An organic fertilizer is a plant fertilizer that is derived from organic sources. Organic fertilizers can range from organic compost to cow manure, but they must be derived from all-organic sources",Heard about it,Female,36,127,28.3
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Organic fertilizer,Manure,"An organic fertilizer is a plant fertilizer that is derived from organic sources. Organic fertilizers can range from organic compost to cow manure, but they must be derived from all-organic sources",Heard about it,Male,30,121,24.8
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Organic fertilizer,Manure,"An organic fertilizer is a plant fertilizer that is derived from organic sources. Organic fertilizers can range from organic compost to cow manure, but they must be derived from all-organic sources",Implemented,Female,27,127,21.3
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Organic fertilizer,Manure,"An organic fertilizer is a plant fertilizer that is derived from organic sources. Organic fertilizers can range from organic compost to cow manure, but they must be derived from all-organic sources",Implemented,Male,25,121,20.7
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Organic fertilizer,Manure,"An organic fertilizer is a plant fertilizer that is derived from organic sources. Organic fertilizers can range from organic compost to cow manure, but they must be derived from all-organic sources",Know about it,Female,20,127,15.7
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Organic fertilizer,Manure,"An organic fertilizer is a plant fertilizer that is derived from organic sources. Organic fertilizers can range from organic compost to cow manure, but they must be derived from all-organic sources",Know about it,Male,30,121,24.8
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Organic fertilizer,Manure,"An organic fertilizer is a plant fertilizer that is derived from organic sources. Organic fertilizers can range from organic compost to cow manure, but they must be derived from all-organic sources",Never heard about it,Female,38,127,29.9
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Organic fertilizer,Manure,"An organic fertilizer is a plant fertilizer that is derived from organic sources. Organic fertilizers can range from organic compost to cow manure, but they must be derived from all-organic sources",Never heard about it,Male,28,121,23.1
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Organic fertilizer,Manure,"An organic fertilizer is a plant fertilizer that is derived from organic sources. Organic fertilizers can range from organic compost to cow manure, but they must be derived from all-organic sources",Stopped implementing,Female,5,127,3.9
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Organic fertilizer,Manure,"An organic fertilizer is a plant fertilizer that is derived from organic sources. Organic fertilizers can range from organic compost to cow manure, but they must be derived from all-organic sources",Stopped implementing,Male,6,121,5
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Heard about it,Female,26,127,20.5
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Heard about it,Male,38,121,31.4
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Implemented,Female,7,127,5.5
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Implemented,Male,5,121,4.1
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Know about it,Female,19,127,15
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Know about it,Male,19,121,15.7
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Never heard about it,Female,64,127,50.4
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Never heard about it,Male,47,121,38.8
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Stopped implementing,Female,10,127,7.9
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,Reduce tillage,Reduced tillage,Minimum tillage is a soil conservation system that minimizes the soil manipulation required for successful crop production. It is a tillage method that does not turn the soil over. Covered Pillar: Mitigation and Productivity,Stopped implementing,Male,9,121,7.4
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,System of rice intensification,System of rice intensification,A system of transplanting rice in which one to two plant per hill is of 2 leaf stage usually 8-12 days old are planted at a distance of 25*25 cm to avoid root competition. It requires less amount of seeds.,Heard about it,Female,28,127,22
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,System of rice intensification,System of rice intensification,A system of transplanting rice in which one to two plant per hill is of 2 leaf stage usually 8-12 days old are planted at a distance of 25*25 cm to avoid root competition. It requires less amount of seeds.,Heard about it,Male,29,121,24
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,System of rice intensification,System of rice intensification,A system of transplanting rice in which one to two plant per hill is of 2 leaf stage usually 8-12 days old are planted at a distance of 25*25 cm to avoid root competition. It requires less amount of seeds.,Implemented,Female,4,127,3.1
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,System of rice intensification,System of rice intensification,A system of transplanting rice in which one to two plant per hill is of 2 leaf stage usually 8-12 days old are planted at a distance of 25*25 cm to avoid root competition. It requires less amount of seeds.,Implemented,Male,5,121,4.1
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,System of rice intensification,System of rice intensification,A system of transplanting rice in which one to two plant per hill is of 2 leaf stage usually 8-12 days old are planted at a distance of 25*25 cm to avoid root competition. It requires less amount of seeds.,Know about it,Female,17,127,13.4
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,System of rice intensification,System of rice intensification,A system of transplanting rice in which one to two plant per hill is of 2 leaf stage usually 8-12 days old are planted at a distance of 25*25 cm to avoid root competition. It requires less amount of seeds.,Know about it,Male,9,121,7.4
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,System of rice intensification,System of rice intensification,A system of transplanting rice in which one to two plant per hill is of 2 leaf stage usually 8-12 days old are planted at a distance of 25*25 cm to avoid root competition. It requires less amount of seeds.,Never heard about it,Female,64,127,50.4
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,System of rice intensification,System of rice intensification,A system of transplanting rice in which one to two plant per hill is of 2 leaf stage usually 8-12 days old are planted at a distance of 25*25 cm to avoid root competition. It requires less amount of seeds.,Never heard about it,Male,59,121,48.8
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,System of rice intensification,System of rice intensification,A system of transplanting rice in which one to two plant per hill is of 2 leaf stage usually 8-12 days old are planted at a distance of 25*25 cm to avoid root competition. It requires less amount of seeds.,Stopped implementing,Female,13,127,10.2
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Practices,2018,System of rice intensification,System of rice intensification,A system of transplanting rice in which one to two plant per hill is of 2 leaf stage usually 8-12 days old are planted at a distance of 25*25 cm to avoid root competition. It requires less amount of seeds.,Stopped implementing,Male,16,121,13.2
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed and used it,Female,19,127,15
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed and used it,Male,60,121,49.6
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed but didn't use it,Female,1,127,0.8
South Asia,Nepal,Nawalparasi,27.653302466666666,84.10058333333333,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed but didn't use it,Male,7,121,5.8
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Agroforestry,Tree planting,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms and in agricultural landscapes, which diversifies and sustains production for increased economic, social and environmental benefits for land users.
",Heard about it,Female,29,160,18.1
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Agroforestry,Tree planting,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms and in agricultural landscapes, which diversifies and sustains production for increased economic, social and environmental benefits for land users.
",Heard about it,Male,11,169,6.5
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Agroforestry,Tree planting,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms and in agricultural landscapes, which diversifies and sustains production for increased economic, social and environmental benefits for land users.
",Implemented,Female,62,160,38.8
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Agroforestry,Tree planting,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms and in agricultural landscapes, which diversifies and sustains production for increased economic, social and environmental benefits for land users.
",Implemented,Male,84,169,49.7
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Agroforestry,Tree planting,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms and in agricultural landscapes, which diversifies and sustains production for increased economic, social and environmental benefits for land users.
",Know about it,Female,6,160,3.8
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Agroforestry,Tree planting,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms and in agricultural landscapes, which diversifies and sustains production for increased economic, social and environmental benefits for land users.
",Know about it,Male,14,169,8.3
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Agroforestry,Tree planting,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms and in agricultural landscapes, which diversifies and sustains production for increased economic, social and environmental benefits for land users.
",Never heard about it,Female,20,160,12.5
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Agroforestry,Tree planting,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms and in agricultural landscapes, which diversifies and sustains production for increased economic, social and environmental benefits for land users.
",Never heard about it,Male,26,169,15.4
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Agroforestry,Tree planting,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms and in agricultural landscapes, which diversifies and sustains production for increased economic, social and environmental benefits for land users.
",Stopped implementing,Female,40,160,25
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Agroforestry,Tree planting,"This practice is a dynamic, ecologically based natural resource management system through the integration of trees on farms and in agricultural landscapes, which diversifies and sustains production for increased economic, social and environmental benefits for land users.
",Stopped implementing,Male,33,169,19.5
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Crop rotation,Rotation,"Ensuring that there are no more than two continuous cycles of the same crop in the same plot.  It uses nitrogen fixing legumes, reducing the use of nitrogen fertilizers, GHG emissions and production costs. It also increases adaptative capacity  breaking the cycle of some diseases.",Heard about it,Female,4,160,2.5
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Crop rotation,Rotation,"Ensuring that there are no more than two continuous cycles of the same crop in the same plot.  It uses nitrogen fixing legumes, reducing the use of nitrogen fertilizers, GHG emissions and production costs. It also increases adaptative capacity  breaking the cycle of some diseases.",Heard about it,Male,1,169,0.6
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Crop rotation,Rotation,"Ensuring that there are no more than two continuous cycles of the same crop in the same plot.  It uses nitrogen fixing legumes, reducing the use of nitrogen fertilizers, GHG emissions and production costs. It also increases adaptative capacity  breaking the cycle of some diseases.",Implemented,Female,137,160,85.6
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Crop rotation,Rotation,"Ensuring that there are no more than two continuous cycles of the same crop in the same plot.  It uses nitrogen fixing legumes, reducing the use of nitrogen fertilizers, GHG emissions and production costs. It also increases adaptative capacity  breaking the cycle of some diseases.",Implemented,Male,158,169,93.5
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Crop rotation,Rotation,"Ensuring that there are no more than two continuous cycles of the same crop in the same plot.  It uses nitrogen fixing legumes, reducing the use of nitrogen fertilizers, GHG emissions and production costs. It also increases adaptative capacity  breaking the cycle of some diseases.",Know about it,Female,3,160,1.9
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Crop rotation,Rotation,"Ensuring that there are no more than two continuous cycles of the same crop in the same plot.  It uses nitrogen fixing legumes, reducing the use of nitrogen fertilizers, GHG emissions and production costs. It also increases adaptative capacity  breaking the cycle of some diseases.",Know about it,Male,6,169,3.6
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Crop rotation,Rotation,"Ensuring that there are no more than two continuous cycles of the same crop in the same plot.  It uses nitrogen fixing legumes, reducing the use of nitrogen fertilizers, GHG emissions and production costs. It also increases adaptative capacity  breaking the cycle of some diseases.",Never heard about it,Female,8,160,5
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Crop rotation,Rotation,"Ensuring that there are no more than two continuous cycles of the same crop in the same plot.  It uses nitrogen fixing legumes, reducing the use of nitrogen fertilizers, GHG emissions and production costs. It also increases adaptative capacity  breaking the cycle of some diseases.",Never heard about it,Male,2,169,1.2
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Crop rotation,Rotation,"Ensuring that there are no more than two continuous cycles of the same crop in the same plot.  It uses nitrogen fixing legumes, reducing the use of nitrogen fertilizers, GHG emissions and production costs. It also increases adaptative capacity  breaking the cycle of some diseases.",Stopped implementing,Female,8,160,5
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Crop rotation,Rotation,"Ensuring that there are no more than two continuous cycles of the same crop in the same plot.  It uses nitrogen fixing legumes, reducing the use of nitrogen fertilizers, GHG emissions and production costs. It also increases adaptative capacity  breaking the cycle of some diseases.",Stopped implementing,Male,2,169,1.2
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Heard about it,Female,29,160,18.1
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Heard about it,Male,22,169,13
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Implemented,Female,7,160,4.4
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Implemented,Male,19,169,11.2
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Know about it,Female,1,160,0.6
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Know about it,Male,27,169,16
West Africa,Ghana,Lawra-Jirapa,10.599957142857143,-2.7404571428571427,Practices,2017,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Never heard about it,Female,118,160,73.8
