year,site,outcome_category,practice_type,indicator,gender,n,n_site,percentage,option
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Contributed equally to implement the CSA option,Female,2,154,1.3,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Contributed equally to implement the CSA option,Male,1,190,0.5,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Decided alone to implement the CSA option,Female,9,154,5.8,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Decided alone to implement the CSA option,Male,59,190,31.1,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Decision making on CSA dis-adoption,Female,4,154,2.6,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Decision making on CSA dis-adoption,Male,8,190,4.2,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Decreased labour time,Female,3,154,1.9,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Decreased labour time,Male,24,190,12.6,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Did most of the work to implement the CSA option,Female,4,154,2.6,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Did most of the work to implement the CSA option,Male,49,190,25.8,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Didn't change agricultural labour time,Female,1,154,0.6,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Didn't change agricultural labour time,Male,13,190,6.8,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Didn't participate in the decision to implement the CSA option,Female,1,154,0.6,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Didn't participate in the decision to implement the CSA option,Male,5,190,2.6,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Helped to implement the CSA option,Female,6,154,3.9,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Helped to implement the CSA option,Male,15,190,7.9,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Increased labour time,Female,2,154,1.3,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Increased labour time,Male,17,190,8.9,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Joint decision to implement the CSA option,Female,2,154,1.3,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Joint decision to implement the CSA option,Male,1,190,0.5,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Participated on CSA-income use,Female,9,154,5.8,Practices
2021,Kaffrine,Gender indicators,Farmer managed regeneration,Participated on CSA-income use,Male,40,190,21.1,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Contributed equally to implement the CSA option,Female,14,154,9.1,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Contributed equally to implement the CSA option,Male,5,190,2.6,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Decided alone to implement the CSA option,Female,14,154,9.1,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Decided alone to implement the CSA option,Male,52,190,27.4,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Decision making on CSA dis-adoption,Female,5,154,3.2,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Decision making on CSA dis-adoption,Male,3,190,1.6,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Decreased labour time,Female,21,154,13.6,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Decreased labour time,Male,21,190,11.1,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Did most of the work to implement the CSA option,Female,7,154,4.5,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Did most of the work to implement the CSA option,Male,38,190,20,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Didn't change agricultural labour time,Male,10,190,5.3,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Didn't participate in the decision to implement the CSA option,Female,3,154,1.9,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Didn't participate in the decision to implement the CSA option,Male,2,190,1.1,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Helped to implement the CSA option,Female,10,154,6.5,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Helped to implement the CSA option,Male,16,190,8.4,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Increased labour time,Female,3,154,1.9,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Increased labour time,Male,14,190,7.4,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Joint decision to implement the CSA option,Female,14,154,9.1,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Joint decision to implement the CSA option,Male,5,190,2.6,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Participated on CSA-income use,Female,30,154,19.5,Practices
2021,Kaffrine,Gender indicators,Improved varieties,Participated on CSA-income use,Male,57,190,30,Practices
2021,Kaffrine,Gender indicators,Microdose,Contributed equally to implement the CSA option,Female,6,154,3.9,Practices
2021,Kaffrine,Gender indicators,Microdose,Contributed equally to implement the CSA option,Male,3,190,1.6,Practices
2021,Kaffrine,Gender indicators,Microdose,Decided alone to implement the CSA option,Female,19,154,12.3,Practices
2021,Kaffrine,Gender indicators,Microdose,Decided alone to implement the CSA option,Male,34,190,17.9,Practices
2021,Kaffrine,Gender indicators,Microdose,Decision making on CSA dis-adoption,Female,15,154,9.7,Practices
2021,Kaffrine,Gender indicators,Microdose,Decision making on CSA dis-adoption,Male,9,190,4.7,Practices
2021,Kaffrine,Gender indicators,Microdose,Decreased labour time,Female,13,154,8.4,Practices
2021,Kaffrine,Gender indicators,Microdose,Decreased labour time,Male,12,190,6.3,Practices
2021,Kaffrine,Gender indicators,Microdose,Did most of the work to implement the CSA option,Female,12,154,7.8,Practices
2021,Kaffrine,Gender indicators,Microdose,Did most of the work to implement the CSA option,Male,14,190,7.4,Practices
2021,Kaffrine,Gender indicators,Microdose,Didn't participate in the decision to implement the CSA option,Female,2,154,1.3,Practices
2021,Kaffrine,Gender indicators,Microdose,Didn't participate in the decision to implement the CSA option,Male,2,190,1.1,Practices
2021,Kaffrine,Gender indicators,Microdose,Helped to implement the CSA option,Female,9,154,5.8,Practices
2021,Kaffrine,Gender indicators,Microdose,Helped to implement the CSA option,Male,22,190,11.6,Practices
2021,Kaffrine,Gender indicators,Microdose,Increased labour time,Female,7,154,4.5,Practices
2021,Kaffrine,Gender indicators,Microdose,Increased labour time,Male,6,190,3.2,Practices
2021,Kaffrine,Gender indicators,Microdose,Joint decision to implement the CSA option,Female,6,154,3.9,Practices
2021,Kaffrine,Gender indicators,Microdose,Joint decision to implement the CSA option,Male,3,190,1.6,Practices
2021,Kaffrine,Gender indicators,Microdose,Participated on CSA-income use,Female,25,154,16.2,Practices
2021,Kaffrine,Gender indicators,Microdose,Participated on CSA-income use,Male,39,190,20.5,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Contributed equally to implement the CSA option,Male,1,190,0.5,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Decided alone to implement the CSA option,Female,3,154,1.9,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Decided alone to implement the CSA option,Male,6,190,3.2,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Decision making on CSA dis-adoption,Female,11,154,7.1,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Decision making on CSA dis-adoption,Male,12,190,6.3,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Decreased labour time,Female,1,154,0.6,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Decreased labour time,Male,3,190,1.6,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Did most of the work to implement the CSA option,Female,2,154,1.3,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Did most of the work to implement the CSA option,Male,4,190,2.1,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Didn't change agricultural labour time,Male,1,190,0.5,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Didn't participate in the decision to implement the CSA option,Male,1,190,0.5,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Helped to implement the CSA option,Female,1,154,0.6,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Helped to implement the CSA option,Male,3,190,1.6,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Increased labour time,Female,1,154,0.6,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Increased labour time,Male,2,190,1.1,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Joint decision to implement the CSA option,Male,1,190,0.5,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Participated on CSA-income use,Female,3,154,1.9,Practices
2021,Kaffrine,Gender indicators,Mixed fertilizer,Participated on CSA-income use,Male,6,190,3.2,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Decided alone to implement the CSA option,Female,35,154,22.7,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Decided alone to implement the CSA option,Male,39,190,20.5,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Decision making on CSA dis-adoption,Female,4,154,2.6,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Decision making on CSA dis-adoption,Male,12,190,6.3,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Decreased labour time,Female,14,154,9.1,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Decreased labour time,Male,11,190,5.8,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Did most of the work to implement the CSA option,Female,23,154,14.9,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Did most of the work to implement the CSA option,Male,23,190,12.1,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Didn't change agricultural labour time,Female,1,154,0.6,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Didn't change agricultural labour time,Male,1,190,0.5,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Didn't participate in the decision to implement the CSA option,Female,1,154,0.6,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Helped to implement the CSA option,Female,13,154,8.4,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Helped to implement the CSA option,Male,16,190,8.4,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Increased labour time,Female,9,154,5.8,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Increased labour time,Male,11,190,5.8,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Participated on CSA-income use,Female,36,154,23.4,Practices
2021,Kaffrine,Gender indicators,Organic fertilizer,Participated on CSA-income use,Male,39,190,20.5,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Contributed equally to implement the CSA option,Female,2,154,1.3,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Contributed equally to implement the CSA option,Male,4,190,2.1,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Decided alone to implement the CSA option,Female,2,154,1.3,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Decided alone to implement the CSA option,Male,21,190,11.1,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Decision making on CSA dis-adoption,Female,3,154,1.9,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Decision making on CSA dis-adoption,Male,17,190,8.9,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Decreased labour time,Female,3,154,1.9,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Decreased labour time,Male,6,190,3.2,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Did most of the work to implement the CSA option,Female,2,154,1.3,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Did most of the work to implement the CSA option,Male,12,190,6.3,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Didn't change agricultural labour time,Female,1,154,0.6,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Didn't participate in the decision to implement the CSA option,Female,1,154,0.6,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Helped to implement the CSA option,Female,1,154,0.6,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Helped to implement the CSA option,Male,9,190,4.7,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Increased labour time,Female,1,154,0.6,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Increased labour time,Male,10,190,5.3,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Joint decision to implement the CSA option,Female,2,154,1.3,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Joint decision to implement the CSA option,Male,4,190,2.1,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Participated on CSA-income use,Female,5,154,3.2,Practices
2021,Kaffrine,Gender indicators,Reduce tillage,Participated on CSA-income use,Male,22,190,11.6,Practices
2021,Kaffrine,Productivity and Income,Agroforestry,Additional CSA income option used for agricultural assets/services,Female,1,154,0.6,Practices
2021,Kaffrine,Productivity and Income,Agroforestry,Additional CSA income option used for agricultural assets/services,Male,3,190,1.6,Practices
2021,Kaffrine,Productivity and Income,Agroforestry,Additional CSA income option used for food,Female,2,154,1.3,Practices
2021,Kaffrine,Productivity and Income,Agroforestry,Additional CSA income option used for food,Male,13,190,6.8,Practices
2021,Kaffrine,Productivity and Income,Agroforestry,Additional CSA income used for non agricultural assets/services,Male,1,190,0.5,Practices
2021,Kaffrine,Productivity and Income,Agroforestry,Additional income,Female,3,154,1.9,Practices
2021,Kaffrine,Productivity and Income,Agroforestry,Additional income,Male,17,190,8.9,Practices
2021,Kaffrine,Productivity and Income,Agroforestry,Can't say about CSA effect on production because it was new,Male,3,190,1.6,Practices
2021,Kaffrine,Productivity and Income,Agroforestry,CSA option had no effect on production,Male,4,190,2.1,Practices
2021,Kaffrine,Productivity and Income,Agroforestry,Increased production,Female,3,154,1.9,Practices
2021,Kaffrine,Productivity and Income,Agroforestry,Increased production,Male,18,190,9.5,Practices
2021,Kaffrine,Productivity and Income,Farmer managed regeneration,Additional CSA income option used for agricultural assets/services,Male,8,190,4.2,Practices
2021,Kaffrine,Productivity and Income,Farmer managed regeneration,Additional CSA income option used for food,Female,8,154,5.2,Practices
2021,Kaffrine,Productivity and Income,Farmer managed regeneration,Additional CSA income option used for food,Male,30,190,15.8,Practices
2021,Kaffrine,Productivity and Income,Farmer managed regeneration,Additional CSA income used for non agricultural assets/services,Female,1,154,0.6,Practices
2021,Kaffrine,Productivity and Income,Farmer managed regeneration,Additional CSA income used for non agricultural assets/services,Male,2,190,1.1,Practices
2021,Kaffrine,Productivity and Income,Farmer managed regeneration,Additional income,Female,10,154,6.5,Practices
2021,Kaffrine,Productivity and Income,Farmer managed regeneration,Additional income,Male,40,190,21.1,Practices
2021,Kaffrine,Productivity and Income,Farmer managed regeneration,Can't say about CSA effect on production because it was new,Male,3,190,1.6,Practices
2021,Kaffrine,Productivity and Income,Farmer managed regeneration,CSA option decreased production,Male,1,190,0.5,Practices
2021,Kaffrine,Productivity and Income,Farmer managed regeneration,CSA option had no effect on production,Female,2,154,1.3,Practices
2021,Kaffrine,Productivity and Income,Farmer managed regeneration,CSA option had no effect on production,Male,20,190,10.5,Practices
2021,Kaffrine,Productivity and Income,Farmer managed regeneration,Increased production,Female,10,154,6.5,Practices
2021,Kaffrine,Productivity and Income,Farmer managed regeneration,Increased production,Male,41,190,21.6,Practices
2021,Kaffrine,Productivity and Income,Improved varieties,Additional CSA income option used for agricultural assets/services,Female,3,154,1.9,Practices
2021,Kaffrine,Productivity and Income,Improved varieties,Additional CSA income option used for agricultural assets/services,Male,4,190,2.1,Practices
2021,Kaffrine,Productivity and Income,Improved varieties,Additional CSA income option used for food,Female,25,154,16.2,Practices
2021,Kaffrine,Productivity and Income,Improved varieties,Additional CSA income option used for food,Male,47,190,24.7,Practices
2021,Kaffrine,Productivity and Income,Improved varieties,Additional CSA income used for non agricultural assets/services,Female,2,154,1.3,Practices
2021,Kaffrine,Productivity and Income,Improved varieties,Additional CSA income used for non agricultural assets/services,Male,5,190,2.6,Practices
2021,Kaffrine,Productivity and Income,Improved varieties,Additional CSA income used for savings,Male,1,190,0.5,Practices
2021,Kaffrine,Productivity and Income,Improved varieties,Additional income,Female,30,154,19.5,Practices
2021,Kaffrine,Productivity and Income,Improved varieties,Additional income,Male,57,190,30,Practices
2021,Kaffrine,Productivity and Income,Improved varieties,Can't say about CSA effect on production because it was new,Female,1,154,0.6,Practices
2021,Kaffrine,Productivity and Income,Improved varieties,Can't say about CSA effect on production because it was new,Male,1,190,0.5,Practices
2021,Kaffrine,Productivity and Income,Improved varieties,CSA option had no effect on production,Male,1,190,0.5,Practices
2021,Kaffrine,Productivity and Income,Improved varieties,Increased production,Female,30,154,19.5,Practices
2021,Kaffrine,Productivity and Income,Improved varieties,Increased production,Male,57,190,30,Practices
2021,Kaffrine,Productivity and Income,Microdose,Additional CSA income option used for agricultural assets/services,Female,1,154,0.6,Practices
2021,Kaffrine,Productivity and Income,Microdose,Additional CSA income option used for agricultural assets/services,Male,2,190,1.1,Practices
2021,Kaffrine,Productivity and Income,Microdose,Additional CSA income option used for food,Female,18,154,11.7,Practices
2021,Kaffrine,Productivity and Income,Microdose,Additional CSA income option used for food,Male,34,190,17.9,Practices
2021,Kaffrine,Productivity and Income,Microdose,Additional CSA income used for non agricultural assets/services,Female,3,154,1.9,Practices
2021,Kaffrine,Productivity and Income,Microdose,Additional CSA income used for non agricultural assets/services,Male,2,190,1.1,Practices
2021,Kaffrine,Productivity and Income,Microdose,Additional CSA income used for savings,Female,3,154,1.9,Practices
2021,Kaffrine,Productivity and Income,Microdose,Additional CSA income used for savings,Male,1,190,0.5,Practices
2021,Kaffrine,Productivity and Income,Microdose,Additional income,Female,27,154,17.5,Practices
2021,Kaffrine,Productivity and Income,Microdose,Additional income,Male,39,190,20.5,Practices
2021,Kaffrine,Productivity and Income,Microdose,Increased production,Female,27,154,17.5,Practices
2021,Kaffrine,Productivity and Income,Microdose,Increased production,Male,39,190,20.5,Practices
2021,Kaffrine,Productivity and Income,Mixed fertilizer,Additional CSA income option used for agricultural assets/services,Female,1,154,0.6,Practices
2021,Kaffrine,Productivity and Income,Mixed fertilizer,Additional CSA income option used for agricultural assets/services,Male,2,190,1.1,Practices
2021,Kaffrine,Productivity and Income,Mixed fertilizer,Additional CSA income option used for food,Female,1,154,0.6,Practices
2021,Kaffrine,Productivity and Income,Mixed fertilizer,Additional CSA income option used for food,Male,1,190,0.5,Practices
2021,Kaffrine,Productivity and Income,Mixed fertilizer,Additional CSA income used for non agricultural assets/services,Female,1,154,0.6,Practices
2021,Kaffrine,Productivity and Income,Mixed fertilizer,Additional CSA income used for non agricultural assets/services,Male,2,190,1.1,Practices
2021,Kaffrine,Productivity and Income,Mixed fertilizer,Additional income,Female,3,154,1.9,Practices
2021,Kaffrine,Productivity and Income,Mixed fertilizer,Additional income,Male,7,190,3.7,Practices
2021,Kaffrine,Productivity and Income,Mixed fertilizer,Can't say about additional CSA income use because it was new,Male,1,190,0.5,Practices
2021,Kaffrine,Productivity and Income,Mixed fertilizer,Increased production,Female,3,154,1.9,Practices
2021,Kaffrine,Productivity and Income,Mixed fertilizer,Increased production,Male,8,190,4.2,Practices
2021,Kaffrine,Productivity and Income,Organic fertilizer,Additional CSA income option used for agricultural assets/services,Female,2,154,1.3,Practices
2021,Kaffrine,Productivity and Income,Organic fertilizer,Additional CSA income option used for agricultural assets/services,Male,1,190,0.5,Practices
2021,Kaffrine,Productivity and Income,Organic fertilizer,Additional CSA income option used for food,Female,32,154,20.8,Practices
2021,Kaffrine,Productivity and Income,Organic fertilizer,Additional CSA income option used for food,Male,36,190,18.9,Practices
2021,Kaffrine,Productivity and Income,Organic fertilizer,Additional CSA income used for non agricultural assets/services,Female,2,154,1.3,Practices
2021,Kaffrine,Productivity and Income,Organic fertilizer,Additional CSA income used for non agricultural assets/services,Male,1,190,0.5,Practices
2021,Kaffrine,Productivity and Income,Organic fertilizer,Additional CSA income used for savings,Male,1,190,0.5,Practices
2021,Kaffrine,Productivity and Income,Organic fertilizer,Additional income,Female,36,154,23.4,Practices
2021,Kaffrine,Productivity and Income,Organic fertilizer,Additional income,Male,39,190,20.5,Practices
2021,Kaffrine,Productivity and Income,Organic fertilizer,Increased production,Female,36,154,23.4,Practices
2021,Kaffrine,Productivity and Income,Organic fertilizer,Increased production,Male,39,190,20.5,Practices
2021,Kaffrine,Productivity and Income,Reduce tillage,Additional CSA income option used for agricultural assets/services,Male,3,190,1.6,Practices
2021,Kaffrine,Productivity and Income,Reduce tillage,Additional CSA income option used for food,Female,4,154,2.6,Practices
2021,Kaffrine,Productivity and Income,Reduce tillage,Additional CSA income option used for food,Male,16,190,8.4,Practices
2021,Kaffrine,Productivity and Income,Reduce tillage,Additional CSA income used for non agricultural assets/services,Female,1,154,0.6,Practices
2021,Kaffrine,Productivity and Income,Reduce tillage,Additional CSA income used for non agricultural assets/services,Male,2,190,1.1,Practices
2021,Kaffrine,Productivity and Income,Reduce tillage,Additional CSA income used for savings,Male,1,190,0.5,Practices
2021,Kaffrine,Productivity and Income,Reduce tillage,Additional income,Female,5,154,3.2,Practices
2021,Kaffrine,Productivity and Income,Reduce tillage,Additional income,Male,22,190,11.6,Practices
2021,Kaffrine,Productivity and Income,Reduce tillage,Can't say about CSA effect on production because it was new,Male,2,190,1.1,Practices
2021,Kaffrine,Productivity and Income,Reduce tillage,Increased production,Female,5,154,3.2,Practices
2021,Kaffrine,Productivity and Income,Reduce tillage,Increased production,Male,23,190,12.1,Practices
2021,Olopa,Climate shocks,Agroforestry,Reduced climate vulner.,Female,28,292,9.6,Practices
2021,Olopa,Climate shocks,Agroforestry,Reduced climate vulner.,Male,19,228,8.3,Practices
2021,Olopa,Climate shocks,Boundary planting,Reduced climate vulner.,Female,51,292,17.5,Practices
2021,Olopa,Climate shocks,Boundary planting,Reduced climate vulner.,Male,29,228,12.7,Practices
2021,Olopa,Climate shocks,Cookstove,Reduced climate vulner.,Female,15,292,5.1,Practices
2021,Olopa,Climate shocks,Cookstove,Reduced climate vulner.,Male,12,228,5.3,Practices
2021,Olopa,Climate shocks,Crop rotation,Reduced climate vulner.,Female,40,292,13.7,Practices
2021,Olopa,Climate shocks,Crop rotation,Reduced climate vulner.,Male,30,228,13.2,Practices
2021,Olopa,Climate shocks,Garden diversification,Reduced climate vulner.,Female,36,292,12.3,Practices
2021,Olopa,Climate shocks,Garden diversification,Reduced climate vulner.,Male,34,228,14.9,Practices
2021,Olopa,Climate shocks,Improved varieties,Reduced climate vulner.,Female,11,292,3.8,Practices
2021,Olopa,Climate shocks,Improved varieties,Reduced climate vulner.,Male,9,228,3.9,Practices
2021,Olopa,Climate shocks,Pest/disease management,Reduced climate vulner.,Female,25,292,8.6,Practices
2021,Olopa,Climate shocks,Pest/disease management,Reduced climate vulner.,Male,14,228,6.1,Practices
2021,Olopa,Climate shocks,Reduce tillage,Reduced climate vulner.,Female,49,292,16.8,Practices
2021,Olopa,Climate shocks,Reduce tillage,Reduced climate vulner.,Male,30,228,13.2,Practices
2021,Olopa,Climate shocks,Water and soil conservation,Reduced climate vulner.,Female,54,292,18.5,Practices
2021,Olopa,Climate shocks,Water and soil conservation,Reduced climate vulner.,Male,49,228,21.5,Practices
2021,Olopa,Climate shocks,Water harvesting,Reduced climate vulner.,Female,44,292,15.1,Practices
2021,Olopa,Climate shocks,Water harvesting,Reduced climate vulner.,Male,24,228,10.5,Practices
2021,Olopa,Climate shocks,Water harvesting + aquaculture,Reduced climate vulner.,Female,30,292,10.3,Practices
2021,Olopa,Climate shocks,Water harvesting + aquaculture,Reduced climate vulner.,Male,21,228,9.2,Practices
2021,Olopa,Food security,Agroforestry,Improved food access,Female,27,292,9.2,Practices
2021,Olopa,Food security,Agroforestry,Improved food access,Male,21,228,9.2,Practices
2021,Olopa,Food security,Agroforestry,Improved food diversity,Female,27,292,9.2,Practices
2021,Olopa,Food security,Agroforestry,Improved food diversity,Male,19,228,8.3,Practices
2021,Olopa,Food security,Boundary planting,Improved food access,Female,53,292,18.2,Practices
2021,Olopa,Food security,Boundary planting,Improved food access,Male,29,228,12.7,Practices
2021,Olopa,Food security,Boundary planting,Improved food diversity,Female,51,292,17.5,Practices
2021,Olopa,Food security,Boundary planting,Improved food diversity,Male,29,228,12.7,Practices
2021,Olopa,Food security,Cookstove,Improved food access,Female,16,292,5.5,Practices
2021,Olopa,Food security,Cookstove,Improved food access,Male,16,228,7,Practices
2021,Olopa,Food security,Cookstove,Improved food diversity,Female,19,292,6.5,Practices
2021,Olopa,Food security,Cookstove,Improved food diversity,Male,15,228,6.6,Practices
2021,Olopa,Food security,Crop rotation,Improved food access,Female,44,292,15.1,Practices
2021,Olopa,Food security,Crop rotation,Improved food access,Male,33,228,14.5,Practices
2021,Olopa,Food security,Crop rotation,Improved food diversity,Female,43,292,14.7,Practices
2021,Olopa,Food security,Crop rotation,Improved food diversity,Male,33,228,14.5,Practices
2021,Olopa,Food security,Garden diversification,Improved food access,Female,40,292,13.7,Practices
2021,Olopa,Food security,Garden diversification,Improved food access,Male,34,228,14.9,Practices
2021,Olopa,Food security,Garden diversification,Improved food diversity,Female,39,292,13.4,Practices
2021,Olopa,Food security,Garden diversification,Improved food diversity,Male,34,228,14.9,Practices
2021,Olopa,Food security,Improved varieties,Improved food access,Female,11,292,3.8,Practices
2021,Olopa,Food security,Improved varieties,Improved food access,Male,9,228,3.9,Practices
2021,Olopa,Food security,Improved varieties,Improved food diversity,Female,11,292,3.8,Practices
2021,Olopa,Food security,Improved varieties,Improved food diversity,Male,10,228,4.4,Practices
2021,Olopa,Food security,Pest/disease management,Improved food access,Female,23,292,7.9,Practices
2021,Olopa,Food security,Pest/disease management,Improved food access,Male,14,228,6.1,Practices
2021,Olopa,Food security,Pest/disease management,Improved food diversity,Female,24,292,8.2,Practices
2021,Olopa,Food security,Pest/disease management,Improved food diversity,Male,14,228,6.1,Practices
2021,Olopa,Food security,Reduce tillage,Improved food access,Female,50,292,17.1,Practices
2021,Olopa,Food security,Reduce tillage,Improved food access,Male,32,228,14,Practices
2021,Olopa,Food security,Reduce tillage,Improved food diversity,Female,50,292,17.1,Practices
2021,Olopa,Food security,Reduce tillage,Improved food diversity,Male,33,228,14.5,Practices
2021,Olopa,Food security,Water and soil conservation,Improved food access,Female,56,292,19.2,Practices
2021,Olopa,Food security,Water and soil conservation,Improved food access,Male,46,228,20.2,Practices
2021,Olopa,Food security,Water and soil conservation,Improved food diversity,Female,55,292,18.8,Practices
2021,Olopa,Food security,Water and soil conservation,Improved food diversity,Male,46,228,20.2,Practices
2021,Olopa,Food security,Water harvesting,Improved food access,Female,44,292,15.1,Practices
2021,Olopa,Food security,Water harvesting,Improved food access,Male,21,228,9.2,Practices
2021,Olopa,Food security,Water harvesting,Improved food diversity,Female,45,292,15.4,Practices
2021,Olopa,Food security,Water harvesting,Improved food diversity,Male,21,228,9.2,Practices
2021,Olopa,Food security,Water harvesting + aquaculture,Improved food access,Female,29,292,9.9,Practices
2021,Olopa,Food security,Water harvesting + aquaculture,Improved food access,Male,21,228,9.2,Practices
2021,Olopa,Food security,Water harvesting + aquaculture,Improved food diversity,Female,29,292,9.9,Practices
2021,Olopa,Food security,Water harvesting + aquaculture,Improved food diversity,Male,21,228,9.2,Practices
2021,Olopa,Gender indicators,Agroforestry,Contributed equally to implement the CSA option,Female,22,292,7.5,Practices
2021,Olopa,Gender indicators,Agroforestry,Contributed equally to implement the CSA option,Male,12,228,5.3,Practices
2021,Olopa,Gender indicators,Agroforestry,Decided alone to implement the CSA option,Female,15,292,5.1,Practices
2021,Olopa,Gender indicators,Agroforestry,Decided alone to implement the CSA option,Male,8,228,3.5,Practices
2021,Olopa,Gender indicators,Agroforestry,Decision making on CSA dis-adoption,Female,1,292,0.3,Practices
2021,Olopa,Gender indicators,Agroforestry,Decreased labour time,Female,11,292,3.8,Practices
2021,Olopa,Gender indicators,Agroforestry,Decreased labour time,Male,2,228,0.9,Practices
